,movie,opening_date,publication_date,url,mpaa_rating,critics_pick,review,sentiment_score,genre
52,The Foreigner,10/13/2017,10/12/2017,http://www.nytimes.com/2017/10/12/movies/the-foreigner-review-jackie-chan-pierce-brosnan.html,R,0,"Jackie Chan built a career on playing cheerful martial-arts warriors. In his new movie, “The Foreigner,” which he also helped produce, he loses his joie de vivre soon after the opening credits.
Here he plays a single father named Quon, who, as the movie opens, is seen dropping off his daughter at a boutique in London so she can buy a dress for a dance. Then a terrorist bombing blows the block to smithereens and turns Quon into an aspiring avenger. After facing roadblocks with the local authorities, he trains his sights on Liam Hennessy (Pierce Brosnan), an Irish political operative who, Quon is convinced, knows something about the “authentic I.R.A.” that is claiming responsibility for the bombing.
What’s that, you ask? “Authentic I.R.A.?” Why, yes, apparently. In this film’s convoluted scenario, jam-packed with morally bankrupt people doing ugly things to one another, a Northern Irish faction is making an aggressive comeback. The movie, directed by Martin Campbell, is based on a novel called “The Chinaman,” by Stephen Leather, whose I.R.A.-heavy plot may have made sense when it was written in 1992. This boneheaded update practically defines the term scab picking.
But back to the action: Cryptically, and implacably, demanding names of the perpetrators, Quon pursues Hennessy to his country home and makes like a senior-citizen Rambo in the woods. Mr. Chan is in his early 60s, and he doesn’t deliver the action pizazz here that he used to. Nor, frankly, does he summon enough gravitas to be persuasive in the role of a grief-maddened father. For what it’s worth, Mr. Brosnan, as Quon’s nemesis, sells the angry-all-the-time requirement for his character.",0.332376486,Action
53,The Light of the Moon,11/1/2017,10/31/2017,http://www.nytimes.com/2017/10/31/movies/review-the-light-of-the-moon-and-the-trauma-of-rape.html,,0,"When we meet Bonnie, a young architect in Brooklyn, she’s on her way to a well-deserved night out. Bonnie drinks and dances, swatting away a few overeager hands. After turning down her friend’s offer to split a cab, she stumbles toward home. Bonnie puts on her headphones, she’s in her own world. And then Bonnie is pulled into an alleyway, where she is brutally raped by a stranger.
The rape is an early turning point in “The Light Of The Moon” and what follows are the aftereffects of this violation. Charismatically played by Stephanie Beatriz of “Brooklyn Nine-Nine,” Bonnie walks us through the bureaucratic process of victimhood — having a rape kit administered, going to the police station to identify suspects, and meeting with lawyers to discuss the likelihood of arrests. But Bonnie also experiences the emotional consequences of rape. She’s angry at her boyfriend, Matt (Michael Stahl-David) for changing his behavior as he tries to care for her, but Bonnie changes too. She’s moody, she’s secretive, her work suffers, and she can’t have sex without thinking of the attack.
No matter how low Bonnie’s spirits sink, the film’s writer and director, Jessica M. Thompson, holds her star up to the light. With colorful sets and bright cinematography to match its lucid emotional logic, “The Light of the Moon” is a realistic exercise in psychological clarity. For viewers whose experiences mirror Bonnie’s or Matt’s, this therapeutically minded movie might remind them of past anxieties, but as a resource for those looking to understand the process of recovery, it’s hard to imagine a more comprehensive or sympathetic look at the challenge of surviving.",0.981762961,Drama
54,The Meyerowitz Stories (New and Selected),10/13/2017,10/11/2017,http://www.nytimes.com/2017/10/11/movies/the-meyerowitz-stories-review-noah-baumbach.html,,1,"The New York accent of Noah Baumbach’s new film, which he wrote and directed, is a particular and familiar one. The resonances begin with its title. “The Meyerowitz Stories (New and Selected)” takes a literary angle that indirectly suggests The New Yorker, J. D. Salinger and, to some extent, Woody Allen. Mr. Baumbach sticks with the short-story conceit throughout, but he uses it as both a guiding principle and a means to surprise.
After the quiet opening credits (delivered in a terribly genteel typeface), the first line of the first story appears: “Danny Meyerowitz was trying to park.” The movie cuts to a medium close-up of a mustachioed Adam Sandler at a steering wheel looking back over his shoulder and screaming his head off.
This is good for a laugh (and there are more to come), but once Danny pulls out of the impossible space and tools around downtown Manhattan, a different side of the character appears. His daughter, Eliza (Grace Van Patten), has been peppering their parking adventure with some dietary advice for her father, which he shrugs off with good humor. When “Head to Toe,” a 1987 hit by Lisa Lisa & Cult Jam comes on the car’s stereo, Danny and Eliza exchange warm reminiscences while singing along. While he may be prone to parking rage (as who isn’t, but as it happens, he gets mad about lots of other stuff as well), Danny seems, overall, a great dad and a warm-hearted guy.
But Danny’s father, Harold, immediately establishes himself as a less-than-great patriarch when his son and granddaughter arrive for a visit — Eliza just for a night, as she’s headed off to Bard; Danny for longer, as he’s just separated from his wife. Played with spectacularly virtuosic timing and emotional misdirection by Dustin Hoffman, Harold is a sculptor feeling unappreciated late in life. This is a state he can’t help commenting on repeatedly, talking over everyone around him: Danny, Eliza; his current wife and the world’s worst cook, Maureen (Emma Thompson); his withdrawn daughter, Jean (Elizabeth Marvel); and later, his other son, Matthew (Ben Stiller), a successful business manager in Los Angeles whose own reluctant visit is extended by a series of mishaps.
These characters have a lot to work out, and they do work it out, mostly hilariously. The Meyerowitzes are paragons of a specifically Manhattan-style liberal tolerance: The scene in which Danny and his sister and father react with complete nonchalance to Eliza’s first student film, a self-starring quasi-pornographic fantasia about a superhero named “Pagina-Man,” is likely to be cited in a good number of culture-conservative think pieces this season.
None of the Meyerowitzes are fulfilled, and all of them seethe with resentment. Almost everything that comes out of Harold’s mouth is a passive-aggressive accusation pitched with head-spinning atonal refinement, as when, on an unscheduled visit to the home of one of his ex-wives (Candice Bergen, in a droll cameo), he makes a beeline to a bookshelf and says “I think this is my copy of ‘Buddenbrooks.’”
With this film, Mr. Baumbach has achieved a near-perfect balance between engagement and discomfort. In “The Squid and the Whale” and “Margot at the Wedding,” something drove him to depict family squabbles with a candor that approached cruelty. The anger in those movies and some of his others was bracing, though a little more so than necessary. As boisterous and edgy as “The Meyerowitz Stories” gets, it is a more mellow film, and to my eyes and ears all the better for it.
As is customary in Mr. Baumbach’s pictures, the acting is spectacular. Ms. Thompson is hilarious, Ms. Marvel applies her customary note-perfect execution of character, and Ms. Van Patten is what they call a find. And while Mr. Stiller’s Matthew is both reliably and appealingly neurotic, it is Mr. Sandler who excels, both riotously and poignantly.
Mr. Baumbach’s fondness for his characters is such that as the movie passes its 90-minute mark, it becomes evident that he doesn’t want it to end. This compels him to end it several more times than he needs to. My fondness for the characters had become such that I really did not mind.",0.946890774,Comedy
55,The Snowman,10/20/2017,10/19/2017,http://www.nytimes.com/2017/10/19/movies/the-snowman-review-michael-fassbender-jo-nesbo.html,R,0,"There are a couple of mysteries swirling through “The Snowman,” a leaden, clotted, exasperating mess. This ostensible whodunit involves a serial killer who’s preying on women, leaving behind carefully arranged body parts and a childlike snowman as a kind of elaborate signature. The greater puzzle, though, is how an enterprise studded with so much talent — starting with the director Tomas Alfredson (“Tinker, Tailor, Soldier, Spy”) and including the star Michael Fassbender — has led to such a grim, thrill-free thriller, one without a twitch of real feeling and next to no elementary story sense.
Mr. Fassbender plays Harry Hole, a dissipated, alcoholic detective living in Oslo, which presumably means he’s Norwegian even if he (and most everyone else) speaks in English. With his red-rimmed eyes and a cigarette drooping from his lips, Harry comes across as one of those classically shabby gumshoe types, the existential inside-outsider who chafes against the rules even as he saves the day. He has an ex (Charlotte Gainsbourg) and a new colleague (Rebecca Ferguson), and soon he has a mess of trouble that he navigates amid a great deal of snow, byzantine developments, dead-end detours and a grab bag of random characters. (Val Kilmer, Chloë Sevigny and Toby Jones all breeze by.)
The problem isn’t the narrative complications, even if the movie soon becomes mired in them. Raymond Chandler tied his novel “The Big Sleep” into so many knots that apparently he couldn’t tell who killed one of its characters. As Leigh Brackett, who helped turn the novel into the 1946 film, said, “When you read it from page to page it moves so beautifully that you don’t care.” The problem, Brackett said, was “if you start tearing it apart to see what makes it tick, it comes unglued.” The trick was to hold on to Chandler’s language and go with his flow, mood and milieu, letting — as the film’s director, Howard Hawks, said later — the characters “handle the plot, rather than let the plot move them.”
Certainly “The Snowman” might have been better if someone at some point had learned from Hawks (always a good idea) and let the characters handle the plot. That might have helped, at least a little. The movie is based on a novel by the popular Norwegian writer Jo Nesbo, whose intricately involved, atmospheric tales are far more complex — they have politics, themes and worldviews — than anything in this movie. Shot to shot, Mr. Alfredson and his estimable team give you plenty to look at, including acres of blinding white snow, noirish nights, desaturated pooling red, a sleekly generic Euro-scape and Mr. Fassbender’s expressionless mug. Yet there’s no glue — not a whiff of life or a single substantial, grounding directorial idea — that makes this pottage work scene to scene.",0.721930494,Crime
56,Thor: Ragnarok,11/3/2017,11/1/2017,http://www.nytimes.com/2017/11/01/movies/thor-ragnarok-review-chris-hemsworth.html,PG-13,0,"There’s a nice bit in “Thor: Ragnarok,” the latest Marvel blowout to feature the god of thunder, where he tries to start a jet using a voice-activated password. He needs to make a getaway — he’s neck deep in trouble and plot entanglements — so identifies himself as the “strongest Avenger.” No dice. Given his earlier stand-alone movies, Thor might have had better luck cracking the code if he’d copped to being the “most boring Avenger.”
Through no fault of their likable star, Chris Hemsworth, the Thor movies have been largely forgettable, memorable mostly for the upstaging antics of his brother, Loki (Tom Hiddleston), and as a bad fit for Natalie Portman (Thor’s former love interest, now mercifully banished into the storytelling cornfield). “Ragnarok” tries hard to change that profile, and mostly succeeds by knocking its big, blond beauty consistently down to size. It makes sense for all sorts of reasons, including that superheroes can so easily appear to be on the wrong side of history, especially those who look like Aryan cartoons.
That isn’t Thor’s fault; he was drawn that way. But times change, and a conceptual makeover was necessary — and not just to boost his box-office appeal. Marvel could have gone grimmer, broodier and sterner, but that isn’t its onscreen way; so it has made Thor sunnier, sillier and funnier. It’s a good fit, at least for a while. Like some other superheroes, Thor has been good for the occasional light, mocking laugh, often hooked to his otherworldly identity: He’s a god (as he likes to announce), son of Odin (Anthony Hopkins), and so forth. For much of “Ragnarok,” he’s a playfully sustained joke.
As a storyteller, the director Taika Waititi (“Hunt for the Wilderpeople”) has a charmingly idiosyncratic human touch and a gift for turning goofiness and gab into personality. That gift is first evident here in the intimate huddles between Thor and whoever happens to be within chatting (or shouting) distance. There’s a lot of yakking, some barking; at one point, Odin does some god-splaining. The Chatty Cathies also include Thor’s sister, Hela (a vamping Cate Blanchett), an overgrown Goth Girl with smudged eye makeup and killer dominatrix looks who plays very hard. She lusts for Odin’s realm, which remains as drearily amorphous and anonymous as before.
The story is an uninteresting thicket of brawls, machinations and useful coincidences. (Eric Pearson, Craig Kyle and Christopher Yost wrote the screenplay.) Soon after Hela appears, she moves back home and Thor lands elsewhere, allowing her to run amok — kill, strut, repeat — and him to leisurely settle into his new, more lighthearted mode until it’s serious hammer time. Much of his great un-Thoring happens on Sakaar, a planetary garbage dump run by the Grandmaster (Jeff Goldblum, comically jiving and dithering), a psychopath Auntie Mame in flowing gold lamé and blue fingernail polish who suggests a low-rent version of Stanley Tucci’s host in “The Hunger Games.”
The Grandmaster presides over a gladiatorial game, an exasperatingly lazy and uninteresting story development that is mostly (mostly) alleviated by Mr. Waititi’s handling of the material. It’s here that the vibe relaxes and the picture’s filigree becomes brighter and wittier as extras with puffball hairdos straight out of Dr. Seuss light up the background. It’s also here that Thor reunites with the Hulk, who’s been crushing the gladiatorial competition on an extended incredible bender. After he and Thor engage in some Steinbeckian George-and-Lennie riffing, the Hulk’s inner mouse, Bruce Banner, takes over, and Mark Ruffalo eases in to help turn the temperature from hot to cozy.
Mr. Hemsworth looks happier and far more relaxed in “Ragnarok” than he did in the previous Thor vehicles, which is perhaps Mr. Waititi’s truest achievement here. For a guy who looks chiseled by Michelangelo, Mr. Hemsworth can be a surprisingly agile physical performer, capable of real bounce, and he clearly likes ricocheting off walls as much as he does ceding center stage to the other actors. These include Tessa Thompson as Valkyrie, who, after an unpromising entrance, develops into a real character with emotion and an all-too-brief flashback filled with fury, beauty, liquid motion and mythological mystery.
That scene is a jolt, because it’s a reminder of the narrative ambition and mythic grandeur that’s often reduced in this franchise to epic fights, fancy elocution and special effects. It’s amusing how “Ragnarok” humanizes Thor, yet in doing so it dilutes his Thorness, the essential qualities that make him more than a dude with a cool hammer. And the more familiar and less godlike he becomes, the more evident it is that this series has never figured out how to make his myth fit with the modern world. So it’s made Thor a fish out of water and a recurrent punch line. Now, though, with Thor (and Mr. Hemsworth) at last settled in, what he needs is a myth as mighty as his shtick.",0.718580371,Action
57,"Three Billboards Outside Ebbing, Missouri",11/10/2017,11/8/2017,http://www.nytimes.com/2017/11/08/movies/review-three-billboards-outside-ebbing-missouri-martin-mcdonagh.html,R,0,"At one point in “Three Billboards Outside Ebbing, Missouri,” Frances McDormand tears the movie open, showing you what a broken heart looks like. It happens during an uneasily intimate encounter between her character, a tough number named Mildred, and an ailing police chief, Willoughby (Woody Harrelson). Until then, Mildred has seemed impervious to his pain. She has rented three billboards attacking his failure to solve her daughter’s murder — one reads “Raped While Dying” — and has been so wrapped up in her hurt that she hasn’t seen anyone else’s. When she realizes how sick Willoughby is, she looks at him as if for the first time. She’s staggered, and so are you.
The pain of others haunts “Three Billboards,” at least whenever the writer-director Martin McDonagh lets it. A playwright (“The Pillowman”) turned filmmaker (“In Bruges”) who’s somewhat of a subgenre unto himself, Mr. McDonagh is a pain artist whose tools include absurd violence, cruel laughs and sucker punches. He skated through his last movie, “Seven Psychopaths,” a barely there comedy that pivots on a creatively stalled screenwriter. As this précis suggests, Mr. McDonagh doesn’t have much to say in that movie — it has a bunny, stolen dogs, guys with guns, good and bad jokes — but what little is said is said by very fine performers grooving on all his words and larky nonsense.
“Three Billboards” is more ambitious than Mr. McDonagh’s earlier features. Like the older ones, it has loads of gab, plenty of guns and the spectacle of men (mainly) behaving terribly. It also restlessly, if not satisfyingly, shifts between comedy and tragedy — a McDonagh specialty — splattering blood along the way. This time, though, he has also given his movie characters instead of disposable contrivances, a plot instead of self-reflexive ideas about storytelling and a rather diffuse overarching metaphor. Mostly, he has freighted it with a tragedy that allows the performers — primarily Ms. McDormand but also the equally excellent Mr. Harrelson and Sam Rockwell — to play to their range.
The movie opens on low boil with Mildred behind the wheel of her station wagon near three derelict billboards. It’s an inviting landscape smudged with soft color, but as she stares at the signs with furrowed intensity, she chews on a fingernail so ferociously she seems on the verge of tearing it off. The billboards aren’t blank — the faded image of a baby smiles down from one, the word “life” pops off another — but they’re the opening pages in Mildred’s opus. Stamping black text against a blood-red background, she uses the billboards to announce her crusade while Mr. McDonagh (who likes self-aware gestures) lays out the story’s fundamentals: its setting, characters, problem, plot and possible villain.
The billboards are a gimmick for Mr. McDonagh and a gambit for Mildred, a way to get things jumping (the investigators, the tale) and splash some foreboding on an outwardly pacific scene. Much of the story involves the ripples of outrage, confusion and buffoonery that the billboards inspire and that soon envelop almost everyone Mildred knows. Months after her daughter’s death, grief has walled her in; isolating and seemingly impenetrable, it is inscribed in the hardness of her gaze and in her grim new identity as a mother of a dead girl. The billboards turn that grief into a weapon, a means of taking on the law and assorted men — a threatening stranger, a vigilante dentist and an abusive ex (John Hawkes) — who collectively suggest another wall that has closed Mildred in.
Mr. McDonagh likes to play comedy against violence and to wring laughs out of the unspeakable. This kind of juxtaposition (in his movies, at any rate) can produce laughter that catches in your throat, giving you pause and maybe provoking thought about why exactly you are giggling. But he doesn’t always know his A material from his B, or doesn’t care; his jokes can be uninterestingly glib with tiny, bloodless pricks that are less about challenging the audience than about obscuring the material’s clichés and overriding theatricality. Everything fits together too neatly in “Three Billboards,” even when chaos descends, but the performers add enough rough texture so that it doesn’t always feel so worked.
Ms. McDormand roughs it up beautifully. A performer of great unforced naturalism, she has always come across more like a character actor than a star, even when she has the lead. She never seems concerned about losing the audience’s love or its sympathy, which can be thrilling, particularly given that female performers are often asked to pander or seduce. In this movie, she makes pain so palpably all-encompassing that you see it in her character’s every glance and gesture: It squares Mildred’s jaw, hardens her mouth and turns her face to stone, as if she were further fortifying her defenses. But pain also makes her ugly, maybe irredeemable, which also makes her joltingly, excitingly human.
That same stone face is good for comedy, too, even if Mr. McDonagh’s bids at humor grow progressively less successful. He plays with tones, realisms and ideas in “Three Billboards,” including the sentimentally redeemed white racist, a character that suggests — despite the rage and invective — that Mr. McDonagh holds out hope for humanity after all. The problem is that the idea he hits most insistently is that vengeance is the hurt that never subsides; it’s the hurt that Mildred nurtures and that hardens her and that, over time, becomes so brutally consuming its violence is all but indistinguishable from its cause. Ms. McDormand still breaks your heart, but Mr. McDonagh just wears you out.",0.710928004,Comedy
58,Thy Father's Chair,10/13/2017,10/12/2017,http://www.nytimes.com/2017/10/12/movies/thy-fathers-chair-review.html,,1,"If you’ve ever watched an episode of the A&E television show “Hoarders,” you’ve probably seen a residence more nightmarish in its squalor than the Brooklyn home of Avraham and Shraga, twin brothers forced by the squawking of an enraged tenant, among other things, to clean house, in the documentary “Thy Father’s Chair.”
Nevertheless, their home is an unholy mess, in several senses of the term. Avraham and Shraga inherited the building from their parents. Despite the fact that they look to be of a pretty advanced age themselves, the fellows still seem in need of a parent of sorts.
When a company called Home Clean Home comes in and takes action, the head of the crew begins to work not just as a sanitation manager but as a therapist to the brothers. “I’m sad to see you like this,” the Home Clean Home man (he’s never named) says to one twin after a particularly brutal sweep has been executed in one section of the house.
“It has to be done,” sighs the shamed resident, taking solace in a glass of wine. “I’m addicted to the alcohol,” he explains.
The movie, directed by Antonio Tibaldi and Alex Lora, is quiet and quietly moving and quite different from “Hoarders” in its steady pace and poetic vérité style. It’s a story of unlikely friendship — not to mention a potentially very good promotional tool for Home Clean Home, which does a thorough and, more to the point, exquisitely sensitive job.",0.983361036,Documentary
59,Tragedy Girls,10/20/2017,10/19/2017,http://www.nytimes.com/2017/10/19/movies/tragedy-girls-review.html,R,0,"Midway through the horror comedy “Tragedy Girls,” the director Tyler MacIntyre delivers this slasher movie’s first real scare. Two high school social media stars and secretly budding serial killers, Sadie and McKayla, are holding a school assembly for one of their victims, a fellow cheerleader who got fresh about McKayla’s choice of sneakers. As their sanctimonious In Memoriam slide show plays, the dates of the fallen cheer captain’s birth and death flash onscreen, bringing a sickly realization more frightening than any kill: These teenagers were all born in the year 2000.
“Tragedy Girls” updates the slasher genre by identifying personal branding as the horror that trends with the millennial teen. Played with acidic irony by Brianna Hildebrand and Alexandra Shipp, Sadie and McKayla exhibit all the textbook signs of narcissism, and their bloodthirstiness is really a thirst for the followers that murder is able to drum up for their online horror brand. After rehearsing for their own killing spree by tracking and kidnapping the town’s local madman, Sadie and McKayla exhibit a talent for terror to match their social media savvy.
But although “Tragedy Girls” is up-to-date on tweets and technology, its high school dynamics conform to familiar tropes. Sadie and McKayla are catty, prone to jealousy, and quick to swoon before their male victims. “Tragedy Girls” might add group texts to its instruments of death alongside marauding table saws and falling barbells, but the movie’s gender stereotypes keep it chained to the past.",0.961943393,Comedy
60,Tyler Perry's Boo 2! A Madea Halloween,10/20/2017,10/20/2017,http://www.nytimes.com/2017/10/20/movies/tyler-perrys-boo-2-a-madea-halloween-review.html,PG-13,0,"About a year ago, Tyler Perry’s “Boo! A Madea Halloween” arrived in theaters. It was hardly distinguished, but it had its moments, largely because of the comic interactions between the outrageous, finely aged characters Madea and Joe (both played by Mr. Perry) and their fellow dyspeptic senior citizens, Hattie (Patrice Lovely) and Aunt Bam (Cassi Davis).
“Tyler Perry’s Boo 2! A Madea Halloween,” which, as usual with Mr. Perry’s pictures, wasn’t screened in advance for critics, frequently feels more like a remake than a sequel. The movie revisits Brian Simmons (Mr. Perry), a single dad, and his rebellious teenage daughter, Tiffany (Diamond White). The respect-your-parents and don’t-even-think-about-having-sex lessons of the previous film have long been forgotten by the characters; if anything, Tiffany, now turning 18, is snottier, and Brian more passive. (The movie introduces an ex-wife, played by Taja V. Simpson, who walks all over him and is too permissive with Tiffany.)
Once again Tiffany is determined to attend a frat party. And, yes, it’s the same inhabited-by-30-year-olds frat from the first film. The twist this time is the fellas aren’t allowed to have a party in the house, so instead they’re having it at Derrick Lake, which was (cue scary music) the scene of a still-apparently-shrouded-in-mystery (with this shoddy script it’s hard to really tell) mass murder back in the 1970s. Rumor has it some kind of massacre-seeking entity haunts the premises.
The prospect of Mr. Perry’s rambunctious Madea possibly taking on a Jason Voorhees-type killer has an amusement value that is not even vaguely realized here. This movie finds Mr. Perry, never the most deft at the technical aspect of filmmaking, drastically off whatever his best game is. Every camera setup is a study in inertia; every other cut is a beat or two behind where a punch line needs to land. To call this movie unwatchable would be inaccurate, though the scenes featuring Mike Tornabene and Yousef Erakat, portraying frat brothers who act as if they are dying to reassemble a group of Dead End Kids for Sidney Kingsley’s play, are pretty painful. On the other hand, the lighting is so weak, “Boo 2!” is quite often close to unseeable.",0.015864434,Comedy
61,Wait for Your Laugh,11/1/2017,11/2/2017,http://www.nytimes.com/2017/11/02/movies/wait-for-your-laugh-review-gilbert-gottfried-rose-marie.html,,0,"Rose Marie has been famous for so long that “Wait for Your Laugh,” a charming documentary about her nine decades as a performer, doubles as a history of 20th-century show business, focusing on vaudeville, early radio comedy, the birth of Las Vegas and the evolution of the female sitcom star.
Now 94, Rose Marie, who proudly asserts that she went by her first name before any other celebrity, started singing for crowds at the age of 3, pairing an adorable child’s face with the brassy belt of a grizzled diva. That distinctive voice would later become a terrific vehicle for punch lines. After gaining fame onstage, where she sang a duet with Evelyn Nesbit (the chorus girl whose husband killed the architect Stanford White, setting off a media circus), she moved to radio, film and most notably television. There she co-starred as a wisecracking comedy writer on “The Dick Van Dyke Show,” and later for many years on “Hollywood Squares.” In between the successes of Lucille Ball and Carol Burnett, Rose Marie, this movie argues, was one of the most important female comic voices in America.
Carl Reiner and Mr. Van Dyke provide colorful personal testimony about working with her — and Dan Harmon, the creator of “Community,” displays an insightful critic’s eye — but the heart of this movie is Rose Marie talking you through her own life with the same attention to pleasing the audience as she shows onstage. Her steely good cheer is good company as she relates taut, action-packed stories about run-ins with Al Capone and Jimmy Durante with a minimum of introspection.
Jason Wise’s documentary, which relies on re-enactments and backstage footage with sparing use of performances, is a love letter to the performer but not the business, in which she managed to achieve a measure of fame for nine decades, while still being overlooked. Her single-minded focus on work is presented as admirable but also something of a curse. As in the documentary “Joan Rivers: A Piece of Work,” this is a movie about a star never at peace unless she’s performing, a contrast with “Gilbert,” another compelling, surprisingly moving documentary about an eccentric with an old-school work ethic.
The stand-up comic Gilbert Gottfried has built a highly respected career telling profane, even shocking jokes in a sandpaper voice. The director Neil Berkeley nicely sketches his career with an emphasis on controversial comedy. (“I have a flight to California,” he said at a roast weeks after Sept. 11. “I can’t get a direct flight. They said they have to stop at the Empire State Building first.”)
What distinguishes this documentary is the incongruity between the raucousness of the humor and the quiet, mundane rituals of his domestic life, whether puttering around his New York apartment or in more joyous scenes with his two children and wife, Dara Gottfried.
As an unlikely love story, this movie excels, presenting a relationship so affectionate and warm that it overwhelms the jokes. When he curses at his wife, she takes it as a sweet nothing. And when she cracks a joke, he’s quick with a booming laugh. “Gilbert” is that rarest of things, a portrait of a happy comic.",0.991446268,Documentary
62,Wet Woman in the Wind,11/17/2017,11/16/2017,http://www.nytimes.com/2017/11/16/movies/wet-woman-in-the-wind-review.html,,0,"The characters in this Japanese sex comedy include a successful playwright who’s trying to get his head together in the country and his buddy, a local handyman. Then there’s the proprietor of a coffee shop who can’t seem to keep his mind on his business, and a server at said coffee shop, who may or may not be the proprietor’s mistress — but who definitely has an amorous interest in the playwright.
The setup and characters are a little reminiscent of a film by the Korean anatomist of bad romance Hong Sang-soo. But this isn’t any such thing.
“Wet Woman in the Wind,” directed by Akihiko Shiota, is more concerned with sex than sexual neuroses. The movie is one of several recent postmodern reboots of what has been called “roman porno,” a subgenre of erotic cinema that was very popular in Japan in the 1970s and ’80s. These were cheaply made soft-core pictures that could get away with a lot of aesthetic quirkiness, on account of also featuring images of half-naked women like clockwork. Nikkatsu, the studio that pioneered the form, is now commissioning new films as a kind of cheeky self-homage.
But let’s make no bones about it: This is a film designed to appeal to straight male prurient interest. Yuki Mamiya, who plays Shiori, the title character, has a smoldering quality that fills the bill. Much less winning is the way the movie treats consent, as in the playwright’s rough “seduction” of a very young fan. Genre homage or not, trashy, assault-coddling sexism is a turn off — and worse. Perhaps the “roman porno” reboot project should have rebooted its sexual politics before calling “action!”",0.173610172,Drama
63,Window Horses: The Poetic Persian Epiphany of Rosie Ming,11/10/2017,11/9/2017,http://www.nytimes.com/2017/11/09/movies/window-horses-review.html,,1,"When we meet Rosie Ming, the heroine of the animated feature “Window Horses: The Poetic Persian Epiphany of Rosie Ming,” she is living with her overprotective grandparents in Vancouver and suffering from a severe case of wanderlust. Voiced by the actress Sandra Oh, Rosie is of Chinese and Iranian descent, but she is disconnected from her family history — her mother is dead and her father abandoned the family long ago. Instead, Rosie writes poems in an ode to Paris, her dream city. But when she is invited to present her work at a poetry festival in Shiraz, Iran, she meets poets who expand her ideas about the art form and about herself.
Rosie listens as diverse artists share personal experiences and national histories through their poetry. The writing in “Window Horses” is unaffected and lovely, with each poem animated in a different style to reflect the variety of life on display. One man was exiled from China after the protests in Tiananmen Square. Another recites Persian poets from the 13th century. None of these artists romanticize France.
Though many of the characters in “Window Horses” share a lively Cubist design, Rosie is the most sparingly-drawn figure onscreen. She is depicted as a stick figure with two small slants for eyes, a rendering that reads as a reclamation of Asian stereotypes by the director Ann Marie Fleming, who is also of Chinese descent. At first, Rosie’s simplicity is jarring. But as the character learns more about her personal and poetic origins, her minimalist frame absorbs the weight of a rich, complex history. That transformation is the great pleasure of watching this small film.",0.218009621,Animation
64,Wonder,11/17/2017,11/16/2017,http://www.nytimes.com/2017/11/16/movies/wonder-review-jacob-tremblay-julia-roberts-owen-wilson.html,PG,1,"“I know I’m not an ordinary 10-year-old kid,” says Auggie (Jacob Tremblay), the lead character of “Wonder,” as we see him standing on his bed wearing an astronaut’s helmet. When the helmet is removed, we know how he knows what he knows: His young face is scarred, his earlobes are little flaps and his eyes are seemingly tear-shaped, giving him a perpetual sad-puppy expression.
The good-natured fellow describes his facial birth defects, and the 27 operations he’s endured to deal with them, as “hilarious.” But Auggie is less amused by the prospect of entering the fifth grade, and no longer being home-schooled by his brilliant and loving mother, Isabel Pullman (Julia Roberts).
The Pullmans are an upper-middle-class family living in a fairy-tale New York, one that the film’s location manager conjured up from the most genteel corners of Brooklyn and Manhattan (as well as New Westminster, British Columbia, where the interior of the family’s brownstone was built on a warehouse stage). So Auggie, whose father, Nate (Owen Wilson), has a job that lets him wear a suit and sneakers, is certainly going to a good school. Nonetheless, he knows that he will encounter bullies, and he does. But Auggie is smart, clever and exceptionally good-hearted (at least when he is not being made to feel self-conscious and alone), and has a knack for winning people over.
The movie, based on the popular children’s novel by R.J. Palacio, hews to the book’s multicharacter narration structure. This tactic reminded me of a line in Jean Renoir’s classic “The Rules of the Game” about everybody having their own reasons for their behavior. In Renoir’s movie, that fact is called a “truly terrible thing.” In the world of this film, understanding another person’s reasons is the first step in establishing meaningful communication. During the section of the film narrated by Auggie’s older sister, Via (Izabela Vidovic), you learn why, in an awkward first conversation with her future boyfriend, she impulsively tells him that she’s an only child, despite the fact that she loves and ardently protects her little brother.
Directed by Stephen Chbosky, who wrote the screenplay with Steve Conrad and Jack Thorne, the movie has a cast that’s wonderful from top to bottom. As Auggie’s parents, Ms. Roberts and Mr. Wilson are doing things we love to see those actors doing. (Ms. Roberts lets loose with her trademark ebullient laugh at least once, and Mr. Wilson explains life’s issues to Auggie in a droll drawl.) All the young people in the ensemble, anchored by Mr. Tremblay’s Auggie, are perfect.
“Wonder” is that rare thing, a family picture that moves and amuses while never overtly pandering. Mr. Chbosky’s 2012 feature, “The Perks of Being a Wallflower,” split the difference between the sentimental heart-tugging associated with more standard Hollywood fare, and the intelligence and intimacy often associated with independent films. He accomplishes something very similar, and equally worthwhile, here.",0.98870248,Drama
